%  file: sum_F12_MM.dat
%  date: Mon, Feb 1, 2021 3:07:49 PM
%  
%  Chloroflurocarbon-12 (F12) data from hourly in situ samples analyzed on a gas chromatograph located 
%  at Summit (SUM), Greenland (72.58 N, 38.45 W, elevation: 3217.54 m).  
%  
%  Atmospheric Measurements from the NOAA/ESRL Chromatograph for Atmospheric Trace Species 
%  (CATS) Program.  This GC replaces the RITS GCs operated during the period of 1986 through 2000.
%  This work was funded in part by the Atmospheric Chemistry Project of NOAA's Climate and
%  Global Change Program.
%  
%  (PIs) Geoffrey S. Dutton, Dr. James W. Elkins, Dr. Bradley D. Hall
%  
%  National Oceanic and Atmospheric Administration (NOAA)
%  Earth System Research Laboratory (ESRL)
%  325 Broadway, R/GMD1
%  Boulder, CO 80305-3328
%  
%  Email:  Geoff.Dutton@noaa.gov; James.W.Elkins@noaa.gov; Bradley.Hall@noaa.gov
%  Phone:      (303) 497-6086      (303) 497-6224        (303) 497-7011
%  Fax:   (303) 497-6290
%  
%  See (http://www.esrl.noaa.gov/gmd/obop/) for station statistics and personnel.
%  
%  Data use policy:
%  If you use this data in a publication or report, we would appreciate that you contact the principal
%  investigators (PIs) first and discuss your interests.  We are trying to encourage scientific discussion.
%  The PIs can discuss the quality of the data and any potential problems with its analysis.  Recent data (less
%  than 1.5 years) are considered preliminary.  Please contact the PIs for more information.
%  
%  The data should be cited in presentations or publications as the flowing:  Chloroflurocarbon-12 data from 
%  the NOAA/ESRL halocarbons in situ program. 
%  
%  DOI:  http://doi.org/10.7289/V5X0659V
%  
%  Calibration scale used:  NOAA 2008
%  
%  More information about the calibration scale can be found at: 
%  http://www.esrl.noaa.gov/gmd/ccl/
%  
%  The CATS GCs sample air once an hour.  Monthly median data are provided in parts-per-trillion, ppt. 
%  Abbreviations used:
%  yr=year, mon=month, m=monthly data; gc=type of sample--in situ GC data, sd=standard deviation of samples,
%  n=number of samples, brw=Pt. Barrow, Alaska, sum=Summit, Greenland, nwr= Niwot Ridge, Colorado
%  mlo=Mauna Loa, Hawaii, smo = American Samoa, spo=South Pole, Antarctica
%  NAN=not a number or no data, and space(s) is the delimiter.
%  
%  The standard deviation (unc) reported is the estimate of insturmental precision.  
%  The standard deviation (sd) reported is the estimate of atmospheric variability.  
%  
%  year, month, monthly median of F12 in ppt, uncertainty (unc), std. dev. (sd), number of samples
%
%F12catsSUMyr F12catsSUMmon F12catsSUMm F12catsSUMunc F12catsSUMsd F12catsSUMn
1998       1     nan        nan       nan       0
1998       2     nan        nan       nan       0
1998       3     nan        nan       nan       0
1998       4     nan        nan       nan       0
1998       5     nan        nan       nan       0
1998       6     nan        nan       nan       0
1998       7     nan        nan       nan       0
1998       8     nan        nan       nan       0
1998       9     nan        nan       nan       0
1998      10     nan        nan       nan       0
1998      11     nan        nan       nan       0
1998      12     nan        nan       nan       0
1999       1     nan        nan       nan       0
1999       2     nan        nan       nan       0
1999       3     nan        nan       nan       0
1999       4     nan        nan       nan       0
1999       5     nan        nan       nan       0
1999       6     nan        nan       nan       0
1999       7     nan        nan       nan       0
1999       8     nan        nan       nan       0
1999       9     nan        nan       nan       0
1999      10     nan        nan       nan       0
1999      11     nan        nan       nan       0
1999      12     nan        nan       nan       0
2000       1     nan        nan       nan       0
2000       2     nan        nan       nan       0
2000       3     nan        nan       nan       0
2000       4     nan        nan       nan       0
2000       5     nan        nan       nan       0
2000       6     nan        nan       nan       0
2000       7     nan        nan       nan       0
2000       8     nan        nan       nan       0
2000       9     nan        nan       nan       0
2000      10     nan        nan       nan       0
2000      11     nan        nan       nan       0
2000      12     nan        nan       nan       0
2001       1     nan        nan       nan       0
2001       2     nan        nan       nan       0
2001       3     nan        nan       nan       0
2001       4     nan        nan       nan       0
2001       5     nan        nan       nan       0
2001       6     nan        nan       nan       0
2001       7     nan        nan       nan       0
2001       8     nan        nan       nan       0
2001       9     nan        nan       nan       0
2001      10     nan        nan       nan       0
2001      11     nan        nan       nan       0
2001      12     nan        nan       nan       0
2002       1     nan        nan       nan       0
2002       2     nan        nan       nan       0
2002       3     nan        nan       nan       0
2002       4     nan        nan       nan       0
2002       5     nan        nan       nan       0
2002       6     nan        nan       nan       0
2002       7     nan        nan       nan       0
2002       8     nan        nan       nan       0
2002       9     nan        nan       nan       0
2002      10     nan        nan       nan       0
2002      11     nan        nan       nan       0
2002      12     nan        nan       nan       0
2003       1     nan        nan       nan       0
2003       2     nan        nan       nan       0
2003       3     nan        nan       nan       0
2003       4     nan        nan       nan       0
2003       5     nan        nan       nan       0
2003       6     nan        nan       nan       0
2003       7     nan        nan       nan       0
2003       8     nan        nan       nan       0
2003       9     nan        nan       nan       0
2003      10     nan        nan       nan       0
2003      11     nan        nan       nan       0
2003      12     nan        nan       nan       0
2004       1     nan        nan       nan       0
2004       2     nan        nan       nan       0
2004       3     nan        nan       nan       0
2004       4     nan        nan       nan       0
2004       5     nan        nan       nan       0
2004       6     nan        nan       nan       0
2004       7     nan        nan       nan       0
2004       8     nan        nan       nan       0
2004       9     nan        nan       nan       0
2004      10     nan        nan       nan       0
2004      11     nan        nan       nan       0
2004      12     nan        nan       nan       0
2005       1     nan        nan       nan       0
2005       2     nan        nan       nan       0
2005       3     nan        nan       nan       0
2005       4     nan        nan       nan       0
2005       5     nan        nan       nan       0
2005       6     nan        nan       nan       0
2005       7     nan        nan       nan       0
2005       8     nan        nan       nan       0
2005       9     nan        nan       nan       0
2005      10     nan        nan       nan       0
2005      11     nan        nan       nan       0
2005      12     nan        nan       nan       0
2006       1     nan        nan       nan       0
2006       2     nan        nan       nan       0
2006       3     nan        nan       nan       0
2006       4     nan        nan       nan       0
2006       5     nan        nan       nan       0
2006       6     nan        nan       nan       0
2006       7     nan        nan       nan       0
2006       8     nan        nan       nan       0
2006       9     nan        nan       nan       0
2006      10     nan        nan       nan       0
2006      11     nan        nan       nan       0
2006      12     nan        nan       nan       0
2007       1     nan        nan       nan       0
2007       2     nan        nan       nan       0
2007       3     nan        nan       nan       0
2007       4     nan        nan       nan       0
2007       5     nan        nan       nan       0
2007       6     nan        nan       nan       0
2007       7    538.46     11.62      3.91    110
2007       8    538.22      6.27      3.67    565
2007       9    538.69      3.50      3.19    191
2007      10     nan        nan       nan       0
2007      11    539.34      2.04      2.43    194
2007      12    539.29      3.16      3.51    713
2008       1    539.06      1.98      2.60    723
2008       2    538.78      2.10      2.74    675
2008       3    538.40      2.41      2.41    701
2008       4    537.83      3.85      2.76    644
2008       5    536.90      6.64      4.28    602
2008       6    535.21      4.90      3.49    625
2008       7    536.18      1.47      1.86    706
2008       8    535.11      1.98      2.83    492
2008       9    536.13      3.09      3.93    676
2008      10    535.91      3.35      4.71    672
2008      11    534.76      2.88      4.47    693
2008      12    535.11      3.16      5.79    671
2009       1    535.87      2.41      4.61    728
2009       2    535.13      3.21      4.67    622
2009       3    534.53      3.29      5.56    655
2009       4    534.25      3.00      3.87    523
2009       5    533.74      2.50      3.69    637
2009       6    533.62      2.06      3.40    661
2009       7    533.90      2.11      3.54    706
2009       8    533.60      2.68      4.61    619
2009       9    533.27      1.77      3.26    684
2009      10    533.45      1.54      2.79    706
2009      11    532.79      1.57      2.76    696
2009      12    532.82      1.82      2.76    708
2010       1    532.07      1.73      2.95    722
2010       2    531.27      1.65      2.99    649
2010       3    531.63      1.75      3.14    639
2010       4    532.00      1.40      2.42    710
2010       5    531.48      1.48      2.70    637
2010       6    531.00      1.70      2.65    644
2010       7    530.98      1.29      2.57    469
2010       8    530.13      1.47      2.72    496
2010       9    530.63      1.31      2.59    711
2010      10    530.97      1.31      2.49    715
2010      11    530.96      1.29      2.26    655
2010      12    530.76      1.40      2.63    613
2011       1    529.67      1.53      2.71    689
2011       2    529.88      1.34      2.66    587
2011       3    529.81      1.50      2.44    735
2011       4    529.55      1.35      2.42    662
2011       5    529.13      1.93      2.67    696
2011       6    528.76      2.70      2.95    549
2011       7    528.33      2.11      2.81    517
2011       8    527.30      1.50      2.44    599
2011       9    528.17      1.22      2.03    714
2011      10    528.02      1.19      1.93    721
2011      11    527.47      1.79      3.13    665
2011      12    527.35      1.49      2.66    725
2012       1    527.24      1.18      2.12    583
2012       2    527.44      1.26      2.18    621
2012       3    526.85      1.21      1.84    701
2012       4    526.99      1.25      2.15    681
2012       5    526.67      1.64      2.94    717
2012       6    525.08      1.82      2.73    676
2012       7    523.91      2.06      3.06    726
2012       8    524.97      1.31      2.51    714
2012       9    526.13      0.88      1.68    703
2012      10    525.94      1.07      1.87    720
2012      11    525.79      0.92      2.13    652
2012      12    523.45      0.85      1.89    648
2013       1    522.77      0.99      1.72    373
2013       2    523.32      0.92      1.59    506
2013       3    522.90      0.97      1.85    663
2013       4    522.33      0.95      1.82    673
2013       5    522.58      1.01      1.68    623
2013       6    522.50      1.10      1.93    580
2013       7    522.35      2.26      3.39    422
2013       8    521.65      2.02      3.32    518
2013       9    522.41      1.20      2.18    653
2013      10    521.46      1.16      2.14    692
2013      11    519.46      1.44      2.32    631
2013      12    520.33      1.22      2.17    666
2014       1    520.68      6.50      6.73    389
2014       2    520.86      5.94      6.72    491
2014       3    520.60      5.65      7.40    660
2014       4    519.86      5.13      7.73    680
2014       5    519.97      3.58      5.46    714
2014       6    519.11      3.84      6.90    686
2014       7    519.44      4.47      6.84    717
2014       8    518.57      5.26      8.72    725
2014       9    518.83      5.06      8.02    665
2014      10    519.31      4.64      7.82    704
2014      11    518.98      5.27      8.63    708
2014      12    518.32      6.20      8.70    734
2015       1    518.26      6.28      8.11    648
2015       2    518.62      5.37      7.95    637
2015       3    517.64      5.21      7.35    656
2015       4    517.28      4.57      7.06    696
2015       5    518.23      3.51      5.85    665
2015       6    518.13      2.80      5.10    662
2015       7    519.20      3.17      5.55    393
2015       8    516.00      3.31      5.25    131
2015       9    515.80      2.80      5.38    472
2015      10    515.97      2.14      4.27    381
2015      11    516.11      1.79      3.49    702
2015      12    516.13      1.73      3.57    491
2016       1    513.57      5.81      2.29     59
2016       2    513.93      1.22      2.35    670
2016       3    515.17      1.31      2.59    716
2016       4    513.74      1.40      2.97    715
2016       5    512.24      1.54      2.73    737
2016       6    510.91      1.47      3.06    708
2016       7    509.61      1.71      3.10    602
2016       8     nan        nan       nan       0
2016       9    512.45      1.10      2.63    644
2016      10    514.01      1.58      3.49    555
2016      11    511.33      2.27      4.52    674
2016      12    513.96      3.81      5.68    397
2017       1    512.12      2.32      4.19    595
2017       2    512.32      2.23      4.34    668
2017       3    511.23      2.24      4.24    723
2017       4    510.18      2.01      4.31    714
2017       5    507.59      2.39      4.54    717
2017       6    506.78      2.59      4.66    684
2017       7    506.54      2.52      4.61    574
2017       8     nan        nan       nan       0
2017       9     nan        nan       nan       0
2017      10     nan        nan       nan       0
2017      11     nan        nan       nan       0
2017      12     nan        nan       nan       0
